person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,actual_loan_status,predicted_loan_status,default_probability,credit_risk_segment
26,69000,MORTGAGE,4.0,VENTURE,D,16000,15.7,0.23,N,4,0,0,0.22656526789670212,Low Risk
22,50000,MORTGAGE,6.0,EDUCATION,A,4800,6.03,0.1,N,3,0,0,0.04231317341559983,Low Risk
35,83000,MORTGAGE,17.0,HOMEIMPROVEMENT,D,15000,10.99,0.18,N,6,0,0,0.1770672339395787,Low Risk
24,125000,RENT,9.0,HOMEIMPROVEMENT,B,19200,10.99,0.15,N,3,0,0,0.06756107969573079,Low Risk
28,24000,RENT,4.0,PERSONAL,C,3000,15.23,0.13,Y,7,0,0,0.208511632042417,Low Risk
24,100000,RENT,5.0,PERSONAL,A,10000,7.51,0.1,N,3,0,0,0.027868783562362102,Low Risk
26,92700,MORTGAGE,6.0,EDUCATION,B,1500,9.63,0.02,N,2,0,0,0.038904132969941385,Low Risk
36,45000,RENT,4.0,MEDICAL,B,20000,11.36,0.44,N,14,1,1,0.9751413811542209,High Risk
29,80000,RENT,3.0,EDUCATION,D,10000,17.27,0.13,N,8,0,0,0.23898137430931093,Low Risk
28,15000,RENT,0.0,MEDICAL,B,1800,11.49,0.12,N,7,0,0,0.36744446445127316,Medium Risk
28,70000,MORTGAGE,7.0,MEDICAL,A,4000,6.39,0.06,N,8,0,0,0.03993713618031061,Low Risk
28,14400,RENT,2.0,MEDICAL,C,4000,13.11,0.28,Y,8,1,1,0.9237209952944557,High Risk
23,36000,RENT,1.0,EDUCATION,A,7000,7.9,0.19,N,4,0,0,0.05620823262148951,Low Risk
44,72136,RENT,7.0,HOMEIMPROVEMENT,F,25000,19.41,0.35,N,17,1,1,0.9869516802872912,High Risk
41,92000,MORTGAGE,15.0,EDUCATION,A,12000,7.66,0.13,N,13,0,0,0.02383612684664797,Low Risk
26,77004,MORTGAGE,0.0,MEDICAL,B,6000,11.99,0.08,N,4,0,0,0.08739244982877707,Low Risk
31,120000,MORTGAGE,0.0,VENTURE,A,12000,6.03,0.1,N,6,0,0,0.0116316059952383,Low Risk
24,72000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,8000,12.21,0.11,N,4,0,0,0.09467980703605432,Low Risk
34,80000,RENT,4.0,HOMEIMPROVEMENT,A,5000,6.17,0.06,N,10,0,0,0.03286667422283361,Low Risk
23,83000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,10000,7.66,0.12,N,4,0,0,0.03761906031135912,Low Risk
22,49536,MORTGAGE,6.0,EDUCATION,A,5200,6.62,0.1,N,3,0,0,0.04231317341559983,Low Risk
25,90000,MORTGAGE,9.0,PERSONAL,A,10000,5.42,0.11,N,2,0,0,0.023221634201025652,Low Risk
26,42000,RENT,4.0,DEBTCONSOLIDATION,B,14000,9.45,0.33,N,2,1,1,0.9681644878387992,High Risk
24,44000,RENT,2.0,PERSONAL,A,10000,7.49,0.23,N,2,0,0,0.07612277218375262,Low Risk
25,56000,RENT,9.0,VENTURE,A,8000,5.99,0.14,N,2,0,0,0.019510878991360732,Low Risk
24,60000,MORTGAGE,8.0,EDUCATION,B,3000,10.65,0.05,N,2,0,0,0.04639729250439921,Low Risk
22,38400,RENT,6.0,DEBTCONSOLIDATION,B,3600,12.69,0.09,N,3,0,0,0.11074850551165066,Low Risk
24,50000,RENT,3.0,MEDICAL,C,3000,10.99,0.06,N,2,1,0,0.11277661182537381,Low Risk
23,62400,RENT,0.0,DEBTCONSOLIDATION,C,10000,12.87,0.16,Y,4,0,0,0.11790444721376711,Low Risk
23,67150,MORTGAGE,5.0,MEDICAL,D,10000,16.32,0.13,N,2,1,1,0.6703326373488601,High Risk
23,100000,MORTGAGE,0.0,EDUCATION,A,11000,8.49,0.11,N,3,0,0,0.024720786207512824,Low Risk
21,40000,RENT,1.0,EDUCATION,B,6000,10.08,0.15,N,3,0,0,0.06503462740646591,Low Risk
24,120000,RENT,1.0,VENTURE,B,24000,12.69,0.2,N,4,0,0,0.04583295874730882,Low Risk
25,76800,MORTGAGE,8.0,EDUCATION,A,6500,5.79,0.08,N,4,0,0,0.03325960870650909,Low Risk
22,55500,RENT,6.0,MEDICAL,B,3000,10.59,0.05,N,3,0,0,0.09126598251113716,Low Risk
23,77000,RENT,2.0,DEBTCONSOLIDATION,B,16000,11.14,0.21,N,3,0,0,0.09581529194912257,Low Risk
27,72000,MORTGAGE,8.0,VENTURE,C,15250,13.16,0.21,Y,5,0,0,0.06932907848032278,Low Risk
23,49152,RENT,2.0,PERSONAL,A,6000,7.9,0.12,N,3,0,0,0.05111915759502619,Low Risk
40,14400,RENT,0.0,MEDICAL,B,1000,9.25,0.07,N,11,0,0,0.3328320511973753,Medium Risk
25,75000,RENT,4.0,MEDICAL,A,7000,7.49,0.09,N,2,0,0,0.04095284470439664,Low Risk
29,146000,MORTGAGE,12.0,MEDICAL,A,3800,6.39,0.03,N,6,0,0,0.029659833177025526,Low Risk
36,65000,MORTGAGE,3.0,EDUCATION,A,6500,5.79,0.1,N,12,0,0,0.03337449322722301,Low Risk
22,23900,RENT,0.0,PERSONAL,B,9000,10.99,0.38,N,2,1,1,0.9679779993165033,High Risk
29,88055,MORTGAGE,6.0,DEBTCONSOLIDATION,B,21600,12.42,0.25,N,8,0,0,0.14054880275031295,Low Risk
24,35000,MORTGAGE,8.0,VENTURE,B,2000,10.37,0.06,N,2,0,0,0.030755302393833842,Low Risk
24,88000,MORTGAGE,2.0,EDUCATION,G,25000,18.84,0.28,N,2,1,1,0.9499935790112835,High Risk
30,300000,OWN,14.0,VENTURE,B,35000,10.59,0.12,N,5,0,0,0.0049661060017067655,Low Risk
29,300000,RENT,5.0,PERSONAL,B,4800,10.99,0.02,N,6,0,0,0.047203673375323524,Low Risk
23,95000,MORTGAGE,7.0,EDUCATION,A,35000,7.9,0.37,N,4,0,0,0.0699837362610808,Low Risk
26,55080,MORTGAGE,10.0,MEDICAL,A,2500,7.66,0.04,N,3,1,0,0.055238295551795095,Low Risk
26,26004,MORTGAGE,2.0,HOMEIMPROVEMENT,B,10000,11.14,0.38,N,3,0,0,0.4381924612024503,Medium Risk
23,52000,MORTGAGE,5.0,EDUCATION,B,12800,10.65,0.25,N,2,0,0,0.06643833926401801,Low Risk
29,175000,RENT,1.0,PERSONAL,B,25000,10.74,0.14,N,5,0,0,0.0588243160535558,Low Risk
27,30000,RENT,11.0,MEDICAL,B,4900,11.71,0.16,N,5,0,0,0.17747314585596477,Low Risk
22,50004,MORTGAGE,4.0,PERSONAL,B,4950,10.99,0.1,N,2,0,0,0.0857391806711395,Low Risk
26,85000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,15000,12.73,0.18,Y,4,0,0,0.07260117806443042,Low Risk
23,40000,RENT,7.0,VENTURE,B,7500,12.69,0.19,N,2,0,0,0.04123323760094208,Low Risk
36,23004,RENT,0.0,PERSONAL,B,9450,10.37,0.41,N,13,1,1,0.964624883482107,High Risk
22,59000,MORTGAGE,5.0,MEDICAL,A,6000,10.99,0.1,N,2,0,0,0.11340930072389777,Low Risk
23,46776,OWN,7.0,VENTURE,D,15000,13.24,0.32,N,3,0,0,0.024072768466721624,Low Risk
28,52500,RENT,2.0,PERSONAL,A,8000,7.51,0.15,N,6,0,0,0.048708304501301466,Low Risk
21,24000,RENT,5.0,EDUCATION,B,2000,11.14,0.08,N,4,0,0,0.11964761366658772,Low Risk
33,97000,MORTGAGE,15.0,PERSONAL,A,20000,6.17,0.21,N,8,0,0,0.028702924974186687,Low Risk
32,45000,RENT,1.0,PERSONAL,A,5000,7.88,0.11,N,10,0,0,0.04808245026697013,Low Risk
24,100000,MORTGAGE,8.0,EDUCATION,A,16800,7.88,0.17,N,4,0,0,0.024303696318815644,Low Risk
25,75000,MORTGAGE,9.0,VENTURE,C,5000,13.79,0.07,Y,4,0,0,0.06843423789838271,Low Risk
25,97000,MORTGAGE,9.0,PERSONAL,C,8000,10.99,0.08,N,4,0,0,0.04748908844773617,Low Risk
28,56864,MORTGAGE,5.0,PERSONAL,A,12300,7.88,0.22,N,7,0,0,0.04446808858014854,Low Risk
37,70000,MORTGAGE,3.0,EDUCATION,D,15000,15.2,0.21,N,15,0,0,0.33343913712034157,Medium Risk
31,85000,MORTGAGE,9.0,VENTURE,D,16000,10.99,0.19,Y,10,0,0,0.0901796141293659,Low Risk
24,96000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,11000,5.99,0.11,N,2,0,0,0.028312381746404918,Low Risk
32,49500,RENT,2.0,MEDICAL,B,8900,10.99,0.18,N,7,0,0,0.1112395719541964,Low Risk
43,86015,MORTGAGE,3.0,VENTURE,B,2200,10.99,0.03,N,16,0,0,0.02456571503075464,Low Risk
28,14400,RENT,0.0,EDUCATION,A,3600,7.9,0.25,N,6,1,1,0.9444714779805421,High Risk
22,24000,RENT,0.0,DEBTCONSOLIDATION,C,3000,10.99,0.13,N,4,1,0,0.14358270696544137,Low Risk
31,75000,MORTGAGE,6.0,VENTURE,A,3000,8.49,0.04,N,5,0,0,0.013939307739070836,Low Risk
27,36000,MORTGAGE,2.0,VENTURE,A,4800,8.49,0.13,N,8,0,0,0.02611772359260665,Low Risk
23,54660,RENT,6.0,MEDICAL,B,17000,9.88,0.31,N,4,1,1,0.9716200943713377,High Risk
26,32500,MORTGAGE,8.0,DEBTCONSOLIDATION,C,3000,13.22,0.09,Y,3,0,0,0.16532926660081815,Low Risk
25,52000,RENT,1.0,EDUCATION,B,20000,11.36,0.38,N,4,1,1,0.9706115461327524,High Risk
33,84996,RENT,17.0,EDUCATION,A,10000,8.0,0.12,N,10,0,0,0.03139479539264742,Low Risk
22,48609,RENT,6.0,DEBTCONSOLIDATION,A,12000,7.49,0.25,N,3,0,0,0.05084833062833039,Low Risk
28,30000,MORTGAGE,4.0,PERSONAL,C,7500,11.78,0.25,N,9,0,0,0.16852525785592384,Low Risk
24,67600,RENT,7.0,HOMEIMPROVEMENT,D,10000,16.02,0.15,Y,2,0,0,0.4733310860704467,Medium Risk
21,30000,RENT,2.0,PERSONAL,D,5000,14.96,0.17,N,2,1,1,0.7958931813284017,High Risk
25,70000,RENT,3.0,PERSONAL,C,8000,14.26,0.11,N,4,0,0,0.1012132004558599,Low Risk
24,90000,RENT,3.0,HOMEIMPROVEMENT,B,15000,11.86,0.17,N,2,0,0,0.04899693502266388,Low Risk
24,52500,RENT,1.0,EDUCATION,C,9500,14.79,0.18,Y,3,0,0,0.19621638993084153,Low Risk
21,29004,RENT,0.0,MEDICAL,D,7500,10.99,0.26,Y,2,1,1,0.7345342712890841,High Risk
22,40000,RENT,6.0,MEDICAL,A,7000,7.9,0.17,N,2,0,0,0.053988746597474734,Low Risk
25,90000,MORTGAGE,9.0,VENTURE,B,5600,9.99,0.06,N,4,0,0,0.014909600811360814,Low Risk
34,62000,RENT,1.0,HOMEIMPROVEMENT,A,6000,7.49,0.1,N,9,0,0,0.05486372221177228,Low Risk
32,54000,RENT,2.0,HOMEIMPROVEMENT,E,6000,15.95,0.11,N,7,1,1,0.7327083633769857,High Risk
29,119500,MORTGAGE,6.0,HOMEIMPROVEMENT,C,6800,13.16,0.06,Y,10,0,0,0.05523828645229226,Low Risk
23,40000,MORTGAGE,7.0,MEDICAL,A,4000,7.51,0.1,N,2,0,0,0.049080315002692464,Low Risk
24,29000,RENT,5.0,MEDICAL,C,6000,15.27,0.21,N,2,0,0,0.30668454457155453,Medium Risk
32,61572,MORTGAGE,0.0,VENTURE,C,15000,13.57,0.24,N,7,0,0,0.07968096714448301,Low Risk
37,84000,MORTGAGE,11.0,HOMEIMPROVEMENT,C,8225,12.99,0.1,Y,11,0,0,0.06504980096788684,Low Risk
21,9600,RENT,4.0,HOMEIMPROVEMENT,D,2000,15.99,0.21,N,3,1,1,0.9951129284230695,High Risk
21,34500,RENT,4.0,DEBTCONSOLIDATION,E,1000,16.45,0.03,N,2,1,1,0.9010213452873657,High Risk
38,104800,MORTGAGE,6.0,VENTURE,A,14000,6.03,0.13,N,14,0,0,0.009243327799937449,Low Risk
37,60000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,12000,12.73,0.2,N,15,0,0,0.08401986133882136,Low Risk
31,51500,RENT,6.0,EDUCATION,D,19000,14.83,0.37,Y,10,1,1,0.9717198077094047,High Risk
24,40000,RENT,3.0,VENTURE,A,11800,6.92,0.29,N,4,0,0,0.025977663949194204,Low Risk
32,50000,MORTGAGE,0.0,EDUCATION,A,5400,7.14,0.11,N,9,0,0,0.04218533088441438,Low Risk
26,60000,RENT,0.0,VENTURE,C,14650,12.61,0.24,Y,3,0,0,0.08285140298802568,Low Risk
33,54000,RENT,13.0,VENTURE,A,10000,8.9,0.19,N,5,0,0,0.020937653204216866,Low Risk
23,100000,OWN,7.0,PERSONAL,D,35000,16.77,0.35,N,4,0,0,0.04642491580481478,Low Risk
28,84000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,3000,15.99,0.04,Y,6,1,1,0.851813332446187,High Risk
27,48000,RENT,4.0,MEDICAL,A,2800,7.49,0.06,N,5,0,0,0.05750001918264004,Low Risk
23,50000,MORTGAGE,7.0,MEDICAL,D,7500,15.62,0.15,N,3,1,1,0.7525764465521368,High Risk
23,33000,RENT,4.0,EDUCATION,B,10000,11.99,0.3,N,4,0,0,0.18409588017164297,Low Risk
33,14400,OWN,0.0,VENTURE,C,2000,14.79,0.14,N,10,0,0,0.15153710325125896,Low Risk
26,25104,OWN,0.0,DEBTCONSOLIDATION,D,5400,16.49,0.22,N,2,0,0,0.32478784011911366,Medium Risk
23,55000,MORTGAGE,5.0,PERSONAL,A,7750,6.17,0.14,N,4,0,0,0.04413873328385993,Low Risk
25,42288,RENT,2.0,EDUCATION,B,5000,10.99,0.12,N,2,0,0,0.0893343238050542,Low Risk
30,96053,MORTGAGE,15.0,MEDICAL,D,30000,15.62,0.27,N,5,1,1,0.6823446857025822,High Risk
24,72800,MORTGAGE,0.0,HOMEIMPROVEMENT,B,2300,10.62,0.03,N,4,0,0,0.08924958246307643,Low Risk
33,140000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,13000,7.51,0.09,N,9,0,0,0.02798067502977063,Low Risk
34,136625,MORTGAGE,3.0,VENTURE,A,15000,7.88,0.11,N,6,0,0,0.009314837277351504,Low Risk
25,31200,RENT,8.0,DEBTCONSOLIDATION,C,14700,12.29,0.47,N,4,1,1,0.9743070588417783,High Risk
21,44000,RENT,5.0,VENTURE,D,8000,16.29,0.18,N,3,1,0,0.34221371993746724,Medium Risk
28,60000,RENT,2.0,PERSONAL,B,12000,12.18,0.2,N,10,0,0,0.06201018783804373,Low Risk
26,61000,RENT,1.0,MEDICAL,A,2000,7.9,0.03,N,3,0,0,0.052107603987501874,Low Risk
28,116000,OWN,7.0,VENTURE,C,12000,13.49,0.1,Y,6,0,0,0.00995438820246846,Low Risk
33,18000,RENT,0.0,DEBTCONSOLIDATION,A,500,10.99,0.03,N,6,0,0,0.23844058841897645,Low Risk
26,27880,RENT,1.0,MEDICAL,B,4800,9.25,0.17,N,4,0,0,0.16120365034515008,Low Risk
21,85800,MORTGAGE,5.0,VENTURE,B,18900,10.99,0.22,N,2,0,0,0.028929043160820695,Low Risk
25,54000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,12000,12.73,0.22,N,4,1,0,0.11357792007094951,Low Risk
23,120000,MORTGAGE,2.0,PERSONAL,D,24250,16.02,0.2,Y,4,0,0,0.46937336691757303,Medium Risk
24,34000,MORTGAGE,3.0,PERSONAL,D,10000,15.31,0.29,Y,2,1,1,0.6500366560434022,High Risk
26,36400,RENT,4.0,EDUCATION,A,2300,7.4,0.06,N,2,0,0,0.05898848687154473,Low Risk
30,108800,MORTGAGE,2.0,MEDICAL,E,15000,16.35,0.12,N,8,1,1,0.7463479709444754,High Risk
31,24000,RENT,3.0,EDUCATION,A,6000,8.49,0.25,N,5,0,0,0.09961559898207713,Low Risk
41,28800,RENT,2.0,MEDICAL,B,6500,12.69,0.23,N,15,0,0,0.1669908935449526,Low Risk
46,80000,MORTGAGE,8.0,VENTURE,B,5000,11.86,0.06,N,15,0,0,0.02135225629272297,Low Risk
23,20400,RENT,4.0,EDUCATION,D,1200,18.25,0.06,N,4,1,0,0.48769583929230254,Medium Risk
24,70000,MORTGAGE,6.0,VENTURE,A,6000,7.88,0.09,N,3,0,0,0.01348373821486193,Low Risk
31,62000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,17000,10.99,0.27,N,10,0,0,0.10047487563799799,Low Risk
25,77000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,3000,7.49,0.04,N,4,0,0,0.043769083435662035,Low Risk
29,32000,MORTGAGE,5.0,MEDICAL,A,3100,7.51,0.1,N,5,1,0,0.09651591395083084,Low Risk
27,75000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,23200,10.99,0.31,N,9,0,0,0.2390339677670025,Low Risk
24,78000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,3600,5.42,0.05,N,4,0,0,0.05413969621338511,Low Risk
33,60000,MORTGAGE,7.0,VENTURE,A,7000,7.14,0.12,N,10,0,0,0.010748323905452975,Low Risk
23,60000,MORTGAGE,7.0,PERSONAL,C,2000,15.23,0.03,Y,2,0,0,0.09179290089409285,Low Risk
24,40000,MORTGAGE,2.0,VENTURE,B,10000,11.83,0.25,N,3,0,0,0.04730243853115078,Low Risk
26,85000,MORTGAGE,0.0,PERSONAL,C,12000,14.27,0.14,N,4,0,0,0.077013482098675,Low Risk
27,30000,RENT,0.0,PERSONAL,D,10000,15.31,0.33,N,7,1,1,0.9853804685902803,High Risk
33,10080,OWN,11.0,VENTURE,A,7200,6.03,0.71,N,8,1,1,0.9274883255772701,High Risk
24,80000,MORTGAGE,2.0,MEDICAL,B,2500,11.49,0.03,N,2,0,0,0.05942860459751826,Low Risk
41,26400,MORTGAGE,4.0,DEBTCONSOLIDATION,B,6000,12.21,0.23,N,16,1,0,0.15890829463283404,Low Risk
33,58000,RENT,0.0,VENTURE,A,5000,7.51,0.09,N,7,0,0,0.02641331583203295,Low Risk
24,40000,RENT,3.0,VENTURE,A,7000,7.88,0.17,N,4,0,0,0.019132566279536453,Low Risk
26,75531,RENT,3.0,PERSONAL,D,15000,16.49,0.2,N,2,0,0,0.43939930426340035,Medium Risk
24,60500,RENT,1.0,DEBTCONSOLIDATION,D,8150,17.27,0.13,Y,3,1,1,0.9158400301766679,High Risk
30,21360,RENT,1.0,VENTURE,B,2400,10.25,0.11,N,9,0,0,0.07029677125080891,Low Risk
40,28000,OWN,18.0,VENTURE,B,1600,9.99,0.06,N,17,0,0,0.008904815790451683,Low Risk
26,60000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,6000,8.94,0.1,N,4,0,0,0.03708458072654184,Low Risk
36,98240,MORTGAGE,4.0,VENTURE,E,20000,16.35,0.2,Y,12,0,0,0.16707225714445353,Low Risk
22,71760,RENT,6.0,EDUCATION,A,15500,7.88,0.22,N,2,0,0,0.03917533005512781,Low Risk
23,55000,MORTGAGE,1.0,VENTURE,B,1500,11.49,0.03,N,3,0,0,0.05361880101983657,Low Risk
23,69000,OWN,7.0,MEDICAL,A,9000,5.99,0.13,N,3,0,0,0.012293823099330848,Low Risk
46,60000,MORTGAGE,7.0,EDUCATION,A,3600,6.99,0.06,N,12,0,0,0.027611485866691907,Low Risk
27,50000,RENT,3.0,VENTURE,B,6000,11.36,0.12,N,9,0,0,0.04649816908090214,Low Risk
36,120000,RENT,2.0,HOMEIMPROVEMENT,B,10000,11.49,0.08,N,14,0,0,0.05530719820786409,Low Risk
37,43200,RENT,5.0,VENTURE,B,18000,8.88,0.42,N,16,1,1,0.9437642108373595,High Risk
36,20000,RENT,0.0,PERSONAL,B,5075,11.48,0.25,N,11,1,0,0.14933604659315128,Low Risk
36,55000,RENT,8.0,VENTURE,A,7500,8.9,0.14,N,13,0,0,0.020937653204216866,Low Risk
28,75000,RENT,0.0,MEDICAL,B,10500,9.63,0.14,N,10,0,0,0.0727834047618393,Low Risk
29,71000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,11000,13.43,0.15,Y,6,0,0,0.09576995829671854,Low Risk
26,22000,OWN,6.0,VENTURE,B,7500,10.96,0.34,N,2,0,0,0.02756195244050131,Low Risk
29,75000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,10000,11.48,0.13,N,10,0,0,0.0926869213659883,Low Risk
36,61000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,10000,10.25,0.16,N,12,0,0,0.07931782218661709,Low Risk
28,63600,MORTGAGE,12.0,DEBTCONSOLIDATION,A,3000,10.99,0.05,N,7,0,0,0.06268988689401679,Low Risk
22,26000,RENT,1.0,DEBTCONSOLIDATION,B,10000,10.65,0.38,N,3,1,1,0.9660977819682742,High Risk
29,96000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,10000,10.99,0.1,N,5,0,0,0.03325313730670611,Low Risk
48,50004,RENT,8.0,EDUCATION,A,4000,7.68,0.08,N,11,0,0,0.04684368728204068,Low Risk
30,37200,OWN,4.0,VENTURE,A,10000,6.03,0.27,N,10,0,0,0.00663924738094598,Low Risk
27,130000,RENT,9.0,HOMEIMPROVEMENT,A,9000,7.05,0.07,N,6,0,0,0.031188990129174473,Low Risk
21,62500,MORTGAGE,6.0,EDUCATION,A,13200,7.9,0.21,N,3,0,0,0.0374739156842267,Low Risk
22,39000,RENT,5.0,PERSONAL,D,9600,16.77,0.25,Y,2,1,1,0.6557205815066813,High Risk
24,54000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,4000,9.99,0.07,N,4,0,0,0.11843416919892666,Low Risk
25,70000,RENT,3.0,MEDICAL,A,5600,7.9,0.08,N,3,0,0,0.04454173764369086,Low Risk
22,21000,RENT,7.0,DEBTCONSOLIDATION,D,8000,16.77,0.38,Y,4,1,1,0.9904948821092658,High Risk
34,128000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,12325,8.49,0.1,N,5,1,0,0.029970610989269314,Low Risk
24,49600,MORTGAGE,8.0,HOMEIMPROVEMENT,A,2500,7.4,0.05,N,2,0,0,0.0812543532094675,Low Risk
27,50400,MORTGAGE,9.0,EDUCATION,A,5000,7.51,0.1,N,5,0,0,0.04358067571820264,Low Risk
23,36000,RENT,0.0,PERSONAL,B,4800,11.11,0.13,N,3,0,0,0.10080570467785166,Low Risk
29,120000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,6250,12.53,0.05,N,9,0,0,0.07519012871238728,Low Risk
23,25000,RENT,0.0,PERSONAL,A,5500,9.32,0.22,N,4,0,0,0.10305249731880564,Low Risk
30,60000,RENT,8.0,MEDICAL,A,5000,10.99,0.08,N,8,0,0,0.04475601981709612,Low Risk
30,75000,RENT,7.0,MEDICAL,B,20000,12.18,0.27,N,7,0,0,0.11658292210623089,Low Risk
28,41400,RENT,2.0,DEBTCONSOLIDATION,C,14000,13.48,0.34,N,6,1,1,0.9748689699377509,High Risk
28,57600,MORTGAGE,12.0,PERSONAL,B,10625,12.42,0.18,N,6,0,0,0.08524543699298875,Low Risk
28,39000,RENT,6.0,MEDICAL,D,8000,14.91,0.21,Y,7,1,1,0.8164205563767667,High Risk
23,55000,MORTGAGE,7.0,VENTURE,A,5200,8.9,0.09,N,4,0,0,0.018126359050628163,Low Risk
33,70000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,3000,13.57,0.04,Y,9,0,0,0.11078361840169028,Low Risk
24,62000,RENT,3.0,HOMEIMPROVEMENT,C,10000,13.49,0.16,Y,3,0,0,0.10623884241859545,Low Risk
27,32000,MORTGAGE,0.0,MEDICAL,C,7500,11.59,0.23,Y,9,1,0,0.20593022726690868,Low Risk
31,66000,MORTGAGE,15.0,PERSONAL,A,10000,10.99,0.15,N,5,0,0,0.044806593065082216,Low Risk
26,56810,MORTGAGE,10.0,DEBTCONSOLIDATION,C,2500,10.99,0.04,Y,3,0,0,0.11433573304823992,Low Risk
28,102000,MORTGAGE,0.0,PERSONAL,A,10000,5.99,0.1,N,10,0,0,0.024773380079777342,Low Risk
21,23000,RENT,5.0,PERSONAL,C,6250,13.48,0.27,Y,3,0,0,0.1824443898022885,Low Risk
22,30000,RENT,1.0,EDUCATION,D,4000,14.96,0.13,Y,2,1,1,0.7184586551965264,High Risk
27,75400,MORTGAGE,3.0,PERSONAL,A,6000,7.74,0.08,N,7,0,0,0.03440953605141133,Low Risk
24,56496,RENT,5.0,EDUCATION,A,2000,9.32,0.04,N,3,0,0,0.053706970161874965,Low Risk
26,70000,MORTGAGE,10.0,EDUCATION,B,5000,9.88,0.07,N,4,0,0,0.054331189206760194,Low Risk
26,22000,RENT,2.0,MEDICAL,B,1750,10.99,0.08,N,3,0,0,0.1458202611690222,Low Risk
31,100000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,11000,7.51,0.11,N,5,0,0,0.03327274660960662,Low Risk
26,44000,RENT,10.0,DEBTCONSOLIDATION,D,14000,14.83,0.32,N,2,1,1,0.9920528693279284,High Risk
27,144000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,11000,8.9,0.08,N,6,0,0,0.034576953741956434,Low Risk
37,46000,MORTGAGE,9.0,EDUCATION,B,5000,10.75,0.11,N,14,0,0,0.06828374977592604,Low Risk
24,115154,RENT,8.0,HOMEIMPROVEMENT,C,3000,14.27,0.03,N,2,0,0,0.07954312728204847,Low Risk
29,72000,RENT,3.0,HOMEIMPROVEMENT,E,4000,18.79,0.06,N,6,0,0,0.4648101871445127,Medium Risk
36,75000,MORTGAGE,9.0,PERSONAL,A,24000,7.51,0.32,N,13,0,0,0.08602505798951071,Low Risk
29,32000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,8000,5.99,0.25,N,7,0,0,0.2515047382808329,Low Risk
24,98000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,10000,11.71,0.1,N,3,0,0,0.04938289282604607,Low Risk
24,39000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,7000,7.49,0.18,N,3,1,0,0.08197160420597993,Low Risk
22,18000,OWN,1.0,DEBTCONSOLIDATION,B,3000,9.96,0.17,N,3,1,1,0.8540461710080539,High Risk
24,30000,RENT,1.0,DEBTCONSOLIDATION,C,3000,13.98,0.1,Y,2,1,0,0.1791184365227648,Low Risk
32,52000,MORTGAGE,3.0,MEDICAL,C,10000,14.35,0.19,Y,8,0,0,0.17134624702027737,Low Risk
26,101000,MORTGAGE,6.0,PERSONAL,A,16000,7.88,0.16,N,3,0,0,0.024962008181637425,Low Risk
25,35000,OWN,9.0,VENTURE,C,4000,13.11,0.11,N,4,0,0,0.013939487168134217,Low Risk
28,92801,MORTGAGE,12.0,MEDICAL,D,20000,14.74,0.18,Y,8,1,1,0.6342786669552557,High Risk
27,150000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,20000,10.99,0.13,N,9,0,0,0.07923168771382437,Low Risk
25,85000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,5000,6.17,0.06,N,2,0,0,0.03555038251807253,Low Risk
25,65000,MORTGAGE,3.0,EDUCATION,C,10000,12.99,0.15,N,2,0,0,0.06974418791751373,Low Risk
21,151000,MORTGAGE,5.0,VENTURE,B,8000,11.12,0.05,N,2,0,0,0.021559899576924717,Low Risk
26,54996,RENT,3.0,HOMEIMPROVEMENT,B,5000,11.86,0.09,N,2,0,0,0.1380839905823379,Low Risk
48,41500,RENT,3.0,MEDICAL,A,5000,7.29,0.12,N,14,0,0,0.05648291042925574,Low Risk
22,32500,MORTGAGE,5.0,DEBTCONSOLIDATION,B,14500,11.99,0.45,N,4,0,0,0.2613962672425907,Low Risk
